Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Month,Quarter
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Women's Street Footwear,29.0,56.0,1624.0,70.0,Online,2021,4,2
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,43.0,56.0,2408.0,116.0,Online,2021,9,3
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Athletic Footwear,46.0,56.0,2576.0,126.0,Online,2021,10,4
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Women's Street Footwear,41.0,56.0,2296.0,92.0,Online,2021,5,2
Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,44.0,56.0,2464.0,89.0,Online,2021,7,3
Sports Direct,1185732,2021-10-15,Northeast,Massachusetts,Boston,Men's Athletic Footwear,53.0,56.0,2968.0,134.0,Online,2021,10,4
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Men's Athletic Footwear,43.0,56.0,2408.0,140.0,Online,2021,4,2
Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Women's Street Footwear,46.0,56.0,2576.0,129.0,Online,2021,9,3
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Men's Apparel,59.0,56.0,3304.0,145.0,Online,2021,1,1
Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,53.0,56.0,2968.0,125.0,Online,2021,9,3
Foot Locker,1185732,2021-11-30,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,39.0,56.0,2184.0,103.0,Outlet,2021,11,4
Foot Locker,1185732,2021-12-31,Northeast,Pennsylvania,Philadelphia,Men's Apparel,46.0,56.0,2576.0,100.0,Outlet,2021,12,4
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Men's Apparel,34.0,56.0,1904.0,97.0,Outlet,2021,4,2
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Apparel,38.0,56.0,2128.0,89.0,Outlet,2021,4,2
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Street Footwear,17.0,56.0,952.0,45.0,Outlet,2021,3,1
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Men's Apparel,36.0,56.0,2016.0,79.0,Outlet,2021,3,1
Foot Locker,1185732,2021-12-23,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,55.0,55.0,3025.0,160.0,Online,2021,12,4
Amazon,1185732,2021-11-18,Northeast,Maine,Portland,Women's Street Footwear,52.0,55.0,2860.0,149.0,Online,2021,11,4
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Women's Street Footwear,23.0,55.0,1265.0,63.0,Online,2021,11,4
Foot Locker,1185732,2021-06-25,Midwest,Illinois,Chicago,Men's Athletic Footwear,53.0,54.0,2862.0,129.0,Online,2021,6,2
Foot Locker,1185732,2021-07-02,Midwest,Illinois,Chicago,Women's Street Footwear,39.0,54.0,2106.0,95.0,Online,2021,7,3
Foot Locker,1185732,2021-08-08,Midwest,Illinois,Chicago,Women's Athletic Footwear,49.0,54.0,2646.0,140.0,Online,2021,8,3
Foot Locker,1185732,2021-11-14,Northeast,Pennsylvania,Philadelphia,Women's Apparel,48.0,54.0,2592.0,93.0,Online,2021,11,4
Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Men's Apparel,60.0,54.0,3240.0,117.0,Online,2021,12,4
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Women's Athletic Footwear,38.0,54.0,2052.0,96.0,Online,2021,1,1
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,45.0,54.0,2430.0,119.0,Online,2021,9,3
Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Women's Athletic Footwear,28.0,54.0,1512.0,77.0,Online,2021,3,1
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Men's Apparel,45.0,54.0,2430.0,107.0,Online,2021,2,1
Amazon,1185732,2021-02-22,Southeast,Kentucky,Louisville,Men's Apparel,48.0,54.0,2592.0,122.0,Online,2021,2,1
Amazon,1185732,2021-06-22,Southeast,Kentucky,Louisville,Men's Apparel,49.0,54.0,2646.0,130.0,Online,2021,6,2
Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Women's Athletic Footwear,32.0,54.0,1728.0,88.0,Online,2021,9,3
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,32.0,54.0,1728.0,74.0,Online,2021,6,2
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Men's Athletic Footwear,41.0,54.0,2214.0,97.0,Online,2021,5,2
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,47.0,54.0,2538.0,104.0,Online,2021,12,4
Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Men's Apparel,58.0,54.0,3132.0,141.0,Online,2021,12,4
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Women's Street Footwear,33.0,54.0,1782.0,73.0,Online,2021,5,2
Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,37.0,54.0,1998.0,82.0,Online,2021,8,3
West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,23.0,54.0,1242.0,65.0,Online,2021,4,2
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Men's Apparel,41.0,54.0,2214.0,113.0,Online,2021,1,1
Sports Direct,1185732,2021-02-05,Northeast,New Jersey,Newark,Men's Athletic Footwear,37.0,54.0,1998.0,100.0,Online,2021,2,1
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Women's Apparel,39.0,54.0,2106.0,86.0,Online,2021,3,1
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,47.0,54.0,2538.0,109.0,Online,2021,5,2
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Men's Apparel,50.0,54.0,2700.0,103.0,Online,2021,5,2
Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Street Footwear,59.0,54.0,3186.0,159.0,Online,2021,10,4
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Women's Street Footwear,59.0,54.0,3186.0,140.0,Online,2021,10,4
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men's Apparel,60.0,54.0,3240.0,120.0,Online,2021,1,1
Foot Locker,1185732,2021-10-30,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,25.0,54.0,1350.0,61.0,Outlet,2021,10,4
Foot Locker,1185732,2021-11-16,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,40.0,54.0,2160.0,71.0,Outlet,2021,11,4
Foot Locker,1185732,2021-11-23,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,42.0,54.0,2268.0,98.0,Outlet,2021,11,4
Foot Locker,1185732,2021-12-07,Northeast,Pennsylvania,Philadelphia,Men's Apparel,46.0,54.0,2484.0,97.0,Outlet,2021,12,4
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Apparel,34.0,54.0,1836.0,79.0,Outlet,2021,5,2
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Men's Apparel,27.0,54.0,1458.0,57.0,Outlet,2021,4,2
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Men's Apparel,40.0,54.0,2160.0,80.0,Outlet,2021,5,2
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32.0,54.0,1728.0,52.0,Outlet,2021,5,2
Foot Locker,1185732,2021-08-02,Midwest,Illinois,Chicago,Women's Athletic Footwear,46.0,53.0,2438.0,129.0,Online,2021,8,3
Foot Locker,1185732,2021-11-16,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,54.0,53.0,2862.0,114.0,Online,2021,11,4
Foot Locker,1185732,2021-12-12,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,41.0,53.0,2173.0,102.0,Online,2021,12,4
Foot Locker,1185732,2021-12-30,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,57.0,53.0,3021.0,160.0,Online,2021,12,4
Foot Locker,1185732,2020-10-31,Midwest,Minnesota,Minneapolis,Women's Street Footwear,29.0,53.0,1537.0,69.0,Online,2020,10,4
Foot Locker,1185732,2020-11-09,Midwest,Minnesota,Minneapolis,Women's Apparel,36.0,53.0,1908.0,114.0,Online,2020,11,4
Amazon,1185732,2021-11-15,Northeast,Maine,Portland,Men's Apparel,50.0,53.0,2650.0,95.0,Online,2021,11,4
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Men's Apparel,64.0,53.0,3392.0,132.0,Online,2021,3,1
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Men's Apparel,43.0,53.0,2279.0,130.0,Online,2021,4,2
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Apparel,55.0,53.0,2915.0,125.0,Online,2021,3,1
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Apparel,52.0,53.0,2756.0,132.0,Online,2021,4,2
Foot Locker,1185732,2021-11-22,Southeast,Kentucky,Louisville,Men's Apparel,59.0,53.0,3127.0,150.0,Online,2021,11,4
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Men's Apparel,38.0,53.0,2014.0,101.0,Online,2021,4,2
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,32.0,53.0,1696.0,68.0,Online,2021,9,3
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38.0,53.0,2014.0,87.0,Online,2021,7,3
Foot Locker,1185732,2021-11-09,Midwest,North Dakota,Fargo,Women's Street Footwear,39.0,53.0,2067.0,91.0,Online,2021,11,4
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Women's Street Footwear,10.0,53.0,530.0,23.0,Online,2021,4,2
West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Men's Apparel,44.0,53.0,2332.0,142.0,Online,2021,5,2
West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Men's Apparel,36.0,53.0,1908.0,86.0,Online,2021,6,2
West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Men's Apparel,47.0,53.0,2491.0,112.0,Online,2021,8,3
West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Men's Apparel,41.0,53.0,2173.0,120.0,Online,2021,10,4
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Women's Street Footwear,24.0,53.0,1272.0,62.0,Online,2021,3,1
Kohl's,1185732,2021-02-08,Northeast,Delaware,Wilmington,Men's Athletic Footwear,32.0,53.0,1696.0,85.0,Online,2021,2,1
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Men's Apparel,57.0,53.0,3021.0,136.0,Online,2021,4,2
Foot Locker,1185732,2021-11-04,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,33.0,53.0,1749.0,65.0,Outlet,2021,11,4
Foot Locker,1185732,2021-11-17,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,38.0,53.0,2014.0,75.0,Outlet,2021,11,4
Foot Locker,1185732,2021-11-24,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43.0,53.0,2279.0,107.0,Outlet,2021,11,4
Foot Locker,1185732,2021-12-12,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,32.0,53.0,1696.0,70.0,Outlet,2021,12,4
Foot Locker,1185732,2021-12-30,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,40.0,53.0,2120.0,95.0,Outlet,2021,12,4
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Men's Apparel,35.0,53.0,1855.0,85.0,Outlet,2021,1,1
West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Men's Apparel,33.0,53.0,1749.0,82.0,Outlet,2021,2,1
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Apparel,41.0,53.0,2173.0,70.0,Outlet,2021,3,1
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Men's Apparel,39.0,53.0,2067.0,70.0,Outlet,2021,3,1
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Women's Street Footwear,18.0,53.0,954.0,41.0,Outlet,2021,2,1
Sports Direct,1185732,2021-02-15,Northeast,Rhode Island,Providence,Men's Athletic Footwear,31.0,53.0,1643.0,58.0,Outlet,2021,2,1
Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Men's Apparel,36.0,53.0,1908.0,52.0,Outlet,2021,2,1
Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,29.0,53.0,1537.0,60.0,Outlet,2021,1,1
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Men's Apparel,41.0,53.0,2173.0,91.0,Outlet,2021,4,2
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,35.0,53.0,1855.0,59.0,Outlet,2021,4,2
West Gear,1128299,2020-01-12,West,Nevada,Las Vegas,Men's Apparel,46.0,52.0,2392.0,167.0,Online,2020,1,1
West Gear,1128299,2020-01-24,West,Nevada,Las Vegas,Men's Apparel,63.0,52.0,3276.0,216.0,Online,2020,1,1
West Gear,1128299,2020-06-23,West,Washington,Seattle,Men's Apparel,60.0,52.0,3120.0,119.0,Online,2020,6,2
Foot Locker,1185732,2020-12-09,Midwest,Minnesota,Minneapolis,Women's Apparel,39.0,52.0,2028.0,116.0,Online,2020,12,4
Foot Locker,1185732,2020-12-17,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38.0,52.0,1976.0,79.0,Online,2020,12,4
Foot Locker,1185732,2021-07-04,Midwest,Nebraska,Omaha,Women's Street Footwear,36.0,52.0,1872.0,90.0,Online,2021,7,3
Amazon,1185732,2021-10-26,Northeast,Maine,Portland,Women's Street Footwear,27.0,52.0,1404.0,77.0,Online,2021,10,4
Amazon,1185732,2021-11-18,Northeast,Maine,Portland,Men's Athletic Footwear,52.0,52.0,2704.0,135.0,Online,2021,11,4
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23.0,52.0,1196.0,62.0,Online,2021,4,2
West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Athletic Footwear,49.0,52.0,2548.0,117.0,Online,2021,9,3
Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Men's Apparel,46.0,52.0,2392.0,112.0,Online,2021,1,1
Amazon,1185732,2021-06-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,29.0,52.0,1508.0,83.0,Online,2021,6,2
Foot Locker,1185732,2021-11-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,52.0,52.0,2704.0,135.0,Online,2021,11,4
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,18.0,52.0,936.0,49.0,Online,2021,10,4
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Men's Apparel,49.0,52.0,2548.0,117.0,Online,2021,7,3
Sports Direct,1185732,2021-08-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38.0,52.0,1976.0,81.0,Online,2021,8,3
West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,34.0,52.0,1768.0,72.0,Online,2021,11,4
West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24.0,52.0,1248.0,55.0,Online,2021,6,2
West Gear,1185732,2021-09-04,Midwest,Wisconsin,Milwaukee,Women's Apparel,38.0,52.0,1976.0,99.0,Online,2021,9,3
West Gear,1185732,2021-02-10,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,34.0,52.0,1768.0,90.0,Online,2021,2,1
West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,14.0,52.0,728.0,36.0,Online,2021,4,2
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Women's Apparel,32.0,52.0,1664.0,73.0,Online,2021,4,2
Foot Locker,1185732,2021-10-22,Northeast,Maryland,Baltimore,Women's Apparel,60.0,52.0,3120.0,125.0,Online,2021,10,4
Foot Locker,1185732,2021-10-15,Northeast,Delaware,Wilmington,Women's Street Footwear,50.0,52.0,2600.0,143.0,Online,2021,10,4
Kohl's,1185732,2021-08-07,Northeast,New Jersey,Newark,Women's Athletic Footwear,36.0,52.0,1872.0,95.0,Online,2021,8,3
Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Men's Apparel,51.0,52.0,2652.0,117.0,Online,2021,8,3
Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,45.0,52.0,2340.0,115.0,Online,2021,9,3
Foot Locker,1185732,2021-06-07,Midwest,Illinois,Chicago,Men's Athletic Footwear,43.0,51.0,2193.0,103.0,Online,2021,6,2
Foot Locker,1185732,2021-07-04,Midwest,Illinois,Chicago,Men's Apparel,46.0,51.0,2346.0,117.0,Online,2021,7,3
Foot Locker,1185732,2021-11-05,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,36.0,51.0,1836.0,99.0,Online,2021,11,4
Foot Locker,1185732,2020-11-15,Midwest,Minnesota,Minneapolis,Women's Apparel,58.0,51.0,2958.0,175.0,Online,2020,11,4
Foot Locker,1185732,2020-11-25,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,38.0,51.0,1938.0,93.0,Online,2020,11,4
Amazon,1185732,2021-11-14,Northeast,Maine,Portland,Women's Athletic Footwear,41.0,51.0,2091.0,88.0,Online,2021,11,4
Amazon,1185732,2021-12-24,Northeast,Maine,Portland,Women's Athletic Footwear,41.0,51.0,2091.0,86.0,Online,2021,12,4
West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Men's Apparel,48.0,51.0,2448.0,147.0,Online,2021,2,1
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Men's Apparel,41.0,51.0,2091.0,100.0,Online,2021,2,1
Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,41.0,51.0,2091.0,94.0,Online,2021,6,2
Sports Direct,1185732,2021-02-09,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,34.0,51.0,1734.0,75.0,Online,2021,2,1
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Men's Apparel,42.0,51.0,2142.0,105.0,Online,2021,2,1
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Women's Street Footwear,37.0,51.0,1887.0,81.0,Online,2021,5,2
Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,29.0,51.0,1479.0,62.0,Online,2021,6,2
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Women's Street Footwear,27.0,51.0,1377.0,61.0,Online,2021,9,3
Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Men's Apparel,48.0,51.0,2448.0,147.0,Online,2021,8,3
West Gear,1185732,2021-07-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,38.0,51.0,1938.0,81.0,Online,2021,7,3
Sports Direct,1185732,2021-07-20,Northeast,Maryland,Baltimore,Men's Apparel,46.0,51.0,2346.0,106.0,Online,2021,7,3
Foot Locker,1185732,2021-11-21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45.0,51.0,2295.0,108.0,Online,2021,11,4
Foot Locker,1185732,2021-12-20,Northeast,Maryland,Baltimore,Men's Apparel,54.0,51.0,2754.0,113.0,Online,2021,12,4
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Men's Athletic Footwear,33.0,51.0,1683.0,77.0,Online,2021,4,2
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Women's Street Footwear,24.0,51.0,1224.0,61.0,Online,2021,4,2
Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Women's Street Footwear,39.0,51.0,1989.0,105.0,Online,2021,9,3
Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Men's Apparel,50.0,51.0,2550.0,107.0,Online,2021,9,3
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Street Footwear,23.0,51.0,1173.0,61.0,Online,2021,3,1
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Apparel,32.0,51.0,1632.0,88.0,Online,2021,3,1
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,42.0,51.0,2142.0,77.0,Online,2021,8,3
Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Men's Apparel,66.0,51.0,3366.0,162.0,Online,2021,10,4
Foot Locker,1185732,2021-11-10,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,37.0,51.0,1887.0,60.0,Outlet,2021,11,4
Foot Locker,1185732,2021-11-11,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,27.0,51.0,1377.0,58.0,Outlet,2021,11,4
Foot Locker,1128299,2021-02-23,West,Arizona,Phoenix,Men's Apparel,36.0,51.0,1836.0,68.0,Outlet,2021,2,1
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,27.0,51.0,1377.0,63.0,Outlet,2021,5,2
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Men's Athletic Footwear,28.0,51.0,1428.0,51.0,Outlet,2021,4,2
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Women's Street Footwear,22.0,51.0,1122.0,35.0,Outlet,2021,4,2
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Men's Apparel,40.0,51.0,2040.0,55.0,Outlet,2021,8,3
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,33.0,51.0,1683.0,47.0,Outlet,2021,1,1
Foot Locker,1185732,2021-10-31,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,40.0,50.0,2000.0,800.0,Outlet,2021,10,4
Foot Locker,1185732,2020-11-08,Midwest,Minnesota,Minneapolis,Men's Apparel,50.0,50.0,2500.0,750.0,In-store,2020,11,4
Foot Locker,1185732,2020-11-13,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,40.0,50.0,2000.0,700.0,In-store,2020,11,4
Foot Locker,1185732,2021-05-30,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30.0,50.0,1500.0,600.0,Outlet,2021,5,2
Foot Locker,1185732,2021-06-06,Midwest,Nebraska,Omaha,Men's Apparel,50.0,50.0,2500.0,875.0,Outlet,2021,6,2
Foot Locker,1185732,2021-06-18,Midwest,Nebraska,Omaha,Men's Apparel,50.0,50.0,2500.0,875.0,Outlet,2021,6,2
Foot Locker,1185732,2021-07-16,Midwest,Nebraska,Omaha,Women's Street Footwear,30.0,50.0,1500.0,525.0,Outlet,2021,7,3
Amazon,1185732,2021-10-27,Northeast,Maine,Portland,Women's Athletic Footwear,35.0,50.0,1750.0,525.0,Outlet,2021,10,4
West Gear,1185732,2021-02-22,Northeast,Maryland,Baltimore,Women's Athletic Footwear,30.0,50.0,1500.0,525.0,In-store,2021,2,1
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,30.0,50.0,1500.0,525.0,In-store,2021,4,2
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Men's Apparel,45.0,50.0,2250.0,675.0,In-store,2021,4,2
Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30.0,50.0,1500.0,600.0,In-store,2021,2,1
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30.0,50.0,1500.0,600.0,In-store,2021,4,2
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Men's Apparel,45.0,50.0,2250.0,675.0,In-store,2021,4,2
Foot Locker,1185732,2021-07-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,39.0,50.0,1950.0,105.0,Online,2021,7,3
Foot Locker,1185732,2021-07-16,Midwest,Illinois,Chicago,Men's Apparel,49.0,50.0,2450.0,123.0,Online,2021,7,3
Foot Locker,1185732,2021-12-11,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,41.0,50.0,2050.0,92.0,Online,2021,12,4
Amazon,1185732,2021-10-29,Northeast,Maine,Portland,Women's Apparel,36.0,50.0,1800.0,99.0,Online,2021,10,4
Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Women's Athletic Footwear,52.0,50.0,2600.0,112.0,Online,2021,12,4
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Men's Apparel,29.0,50.0,1450.0,70.0,Online,2021,10,4
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,37.0,50.0,1850.0,78.0,Online,2021,3,1
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45.0,50.0,2250.0,101.0,Online,2021,12,4
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Men's Apparel,56.0,50.0,2800.0,126.0,Online,2021,12,4
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Street Footwear,23.0,50.0,1150.0,52.0,Online,2021,6,2
West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,39.0,50.0,1950.0,96.0,Online,2021,5,2
West Gear,1185732,2021-07-02,Midwest,Wisconsin,Milwaukee,Men's Apparel,48.0,50.0,2400.0,149.0,Online,2021,7,3
West Gear,1185732,2021-08-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,39.0,50.0,1950.0,88.0,Online,2021,8,3
West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,27.0,50.0,1350.0,61.0,Online,2021,6,2
West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Men's Apparel,51.0,50.0,2550.0,107.0,Online,2021,7,3
West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,38.0,50.0,1900.0,105.0,Online,2021,2,1
West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Women's Athletic Footwear,33.0,50.0,1650.0,91.0,Online,2021,5,2
Sports Direct,1185732,2021-09-20,Northeast,Maryland,Baltimore,Women's Apparel,54.0,50.0,2700.0,108.0,Online,2021,9,3
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Apparel,33.0,50.0,1650.0,86.0,Online,2021,4,2
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Women's Street Footwear,28.0,50.0,1400.0,55.0,Online,2021,3,1
Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Men's Apparel,58.0,50.0,2900.0,136.0,Online,2021,9,3
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Men's Apparel,40.0,50.0,2000.0,102.0,Outlet,2021,3,1
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,30.0,50.0,1500.0,60.0,Outlet,2021,4,2
Foot Locker,1185732,2021-07-22,Midwest,Illinois,Chicago,Men's Apparel,49.0,49.0,2401.0,110.0,Online,2021,7,3
Foot Locker,1185732,2021-08-01,Midwest,Illinois,Chicago,Women's Street Footwear,48.0,49.0,2352.0,111.0,Online,2021,8,3
