Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,$35.00 ,68,"2,380.00",$112 ,Outlet
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Men's Apparel,$48.00 ,68,"3,264.00",$121 ,Outlet
Amazon,1185732,2/19/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,$31.00 ,68,"2,108.00",$72 ,Outlet
Foot Locker,1185732,12/23/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$47.00 ,66,"3,102.00",$136 ,Outlet
West Gear,1128299,1/30/2020,West,Nevada,Las Vegas,Men's Apparel,$43.00 ,66,"2,838.00",$187 ,Outlet
Sports Direct,1185732,2/5/2021,Northeast,Connecticut,Hartford,Men's Apparel,$39.00 ,66,"2,574.00",$95 ,Outlet
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Men's Apparel,$39.00 ,66,"2,574.00",$90 ,Outlet
Sports Direct,1185732,10/8/2021,Northeast,Rhode Island,Providence,Women's Apparel,$47.00 ,66,"3,102.00",$136 ,Outlet
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,$35.00 ,66,"2,310.00",$92 ,Outlet
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Women's Street Footwear,$40.00 ,66,"2,640.00",$98 ,Outlet
Foot Locker,1185732,6/23/2021,Midwest,Illinois,Chicago,Women's Apparel,$49.00 ,65,"3,185.00",$191 ,Online
Foot Locker,1185732,7/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,$36.00 ,65,"2,340.00",$105 ,Online
Foot Locker,1185732,7/29/2021,Midwest,Illinois,Chicago,Women's Apparel,$60.00 ,65,"3,900.00",$234 ,Online
Foot Locker,1185732,7/31/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,$46.00 ,65,"2,990.00",$141 ,Online
Foot Locker,1185732,8/4/2021,Midwest,Illinois,Chicago,Women's Apparel,$61.00 ,65,"3,965.00",$238 ,Online
Foot Locker,1185732,12/26/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$71.00 ,65,"4,615.00",$203 ,Online
Foot Locker,1185732,12/29/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$55.00 ,65,"3,575.00",$189 ,Online
West Gear,1128299,6/5/2020,West,Washington,Seattle,Men's Apparel,$52.00 ,65,"3,380.00",$135 ,Online
Foot Locker,1185732,10/18/2020,Southeast,Florida,Miami,Men's Athletic Footwear,$33.00 ,65,"2,145.00",$86 ,Online
Foot Locker,1185732,10/22/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,$32.00 ,65,"2,080.00",$116 ,Online
Foot Locker,1185732,10/28/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,$34.00 ,65,"2,210.00",$122 ,Online
Foot Locker,1185732,5/23/2021,South,Tennessee,Knoxville,Women's Street Footwear,$24.00 ,65,"1,560.00",$75 ,Online
Foot Locker,1185732,7/31/2021,Midwest,Nebraska,Omaha,Women's Apparel,$54.00 ,65,"3,510.00",$218 ,Online
Amazon,1185732,2/22/2021,West,Alaska,Anchorage,Men's Athletic Footwear,$53.00 ,65,"3,445.00",$165 ,Online
Amazon,1185732,3/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,$52.00 ,65,"3,380.00",$169 ,Online
Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Men's Apparel,$62.00 ,65,"4,030.00",$153 ,Online
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,$54.00 ,65,"3,510.00",$154 ,Online
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,$48.00 ,65,"3,120.00",$144 ,Online
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Women's Street Footwear,$47.00 ,65,"3,055.00",$144 ,Online
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,$36.00 ,65,"2,340.00",$105 ,Online
Foot Locker,1185732,5/19/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,$29.00 ,65,"1,885.00",$104 ,Online
West Gear,1128299,3/23/2021,West,Oregon,Portland,Women's Athletic Footwear,$49.00 ,65,"3,185.00",$153 ,Online
West Gear,1128299,5/18/2021,South,Louisiana,New Orleans,Men's Apparel,$36.00 ,65,"2,340.00",$138 ,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Apparel,$56.00 ,65,"3,640.00",$153 ,Online
Amazon,1185732,3/21/2021,Southeast,Kentucky,Louisville,Women's Apparel,$42.00 ,65,"2,730.00",$139 ,Online
Amazon,1185732,8/22/2021,Southeast,Kentucky,Louisville,Men's Apparel,$49.00 ,65,"3,185.00",$156 ,Online
Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,$33.00 ,65,"2,145.00",$114 ,Online
Walmart,1197831,3/19/2021,South,Arkansas,Little Rock,Men's Apparel,$32.00 ,65,"2,080.00",$96 ,Online
West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,$18.00 ,65,"1,170.00",$64 ,Online
West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$23.00 ,65,"1,495.00",$72 ,Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Men's Apparel,$33.00 ,65,"2,145.00",$103 ,Online
Kohl's,1197831,2/14/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$23.00 ,65,"1,495.00",$75 ,Online
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Women's Apparel,$23.00 ,65,"1,495.00",$75 ,Online
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,$32.00 ,65,"2,080.00",$102 ,Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,$14.00 ,65,910.00,$43 ,Online
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$36.00 ,65,"2,340.00",$94 ,Online
Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,$46.00 ,65,"2,990.00",$150 ,Online
Sports Direct,1185732,11/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,$61.00 ,65,"3,965.00",$198 ,Online
Sports Direct,1185732,6/9/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,$32.00 ,65,"2,080.00",$89 ,Online
Foot Locker,1185732,11/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,$60.00 ,65,"3,900.00",$199 ,Online
Foot Locker,1185732,3/5/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,$9.00 ,65,585.00,$23 ,Online
West Gear,1185732,1/3/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,$18.00 ,65,"1,170.00",$48 ,Online
West Gear,1185732,2/3/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,$14.00 ,65,910.00,$46 ,Online
West Gear,1185732,9/4/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,$29.00 ,65,"1,885.00",$85 ,Online
West Gear,1185732,10/3/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,$46.00 ,65,"2,990.00",$152 ,Online
West Gear,1185732,11/3/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,$33.00 ,65,"2,145.00",$97 ,Online
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,$32.00 ,65,"2,080.00",$114 ,Online
West Gear,1185732,2/17/2021,Northeast,West Virginia,Charleston,Men's Apparel,$48.00 ,65,"3,120.00",$165 ,Online
Foot Locker,1185732,12/20/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,$46.00 ,65,"2,990.00",$150 ,Online
Foot Locker,1185732,12/20/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,$45.00 ,65,"2,925.00",$137 ,Online
Foot Locker,1185732,2/15/2021,Northeast,Delaware,Wilmington,Men's Apparel,$45.00 ,65,"2,925.00",$120 ,Online
Foot Locker,1185732,5/13/2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,$41.00 ,65,"2,665.00",$139 ,Online
Kohl's,1185732,6/8/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,$39.00 ,65,"2,535.00",$137 ,Online
Kohl's,1185732,6/8/2021,Northeast,New Jersey,Newark,Men's Apparel,$46.00 ,65,"2,990.00",$135 ,Online
Sports Direct,1185732,11/7/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,$49.00 ,65,"3,185.00",$175 ,Online
Sports Direct,1185732,2/5/2021,Northeast,New Jersey,Newark,Women's Street Footwear,$29.00 ,65,"1,885.00",$85 ,Online
Foot Locker,1185732,2/8/2021,Northeast,Rhode Island,Providence,Women's Apparel,$33.00 ,65,"2,145.00",$114 ,Online
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,$39.00 ,65,"2,535.00",$139 ,Online
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,$37.00 ,65,"2,405.00",$125 ,Online
Sports Direct,1185732,12/6/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,$48.00 ,65,"3,120.00",$156 ,Online
Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,$41.00 ,65,"2,665.00",$93 ,Online
Amazon,1185732,10/15/2021,Northeast,Massachusetts,Boston,Women's Apparel,$66.00 ,65,"4,290.00",$189 ,Online
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Women's Street Footwear,$32.00 ,65,"2,080.00",$104 ,Online
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,$46.00 ,65,"2,990.00",$141 ,Online
Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,Men's Apparel,$57.00 ,65,"3,705.00",$182 ,Online
Sports Direct,1185732,11/7/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,$48.00 ,64,"3,072.00",$166 ,Online
Foot Locker,1185732,11/14/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$39.00 ,64,"2,496.00",$67 ,Outlet
Foot Locker,1185732,12/1/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$50.00 ,64,"3,200.00",$128 ,Outlet
Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,$28.00 ,64,"1,792.00",$73 ,Outlet
West Gear,1128299,2/24/2021,West,Oregon,Portland,Women's Athletic Footwear,$29.00 ,64,"1,856.00",$76 ,Outlet
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,$30.00 ,64,"1,920.00",$84 ,Outlet
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,$20.00 ,64,"1,280.00",$46 ,Outlet
Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,$33.00 ,64,"2,112.00",$68 ,Outlet
Foot Locker,1185732,9/6/2021,Northeast,Rhode Island,Providence,Women's Apparel,$41.00 ,64,"2,624.00",$118 ,Outlet
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Men's Apparel,$50.00 ,64,"3,200.00",$90 ,Outlet
Foot Locker,1185732,6/17/2021,Midwest,Illinois,Chicago,Women's Apparel,$45.00 ,63,"2,835.00",$179 ,Online
Foot Locker,1185732,6/29/2021,Midwest,Illinois,Chicago,Women's Apparel,$64.00 ,63,"4,032.00",$242 ,Online
Foot Locker,1185732,7/1/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,$43.00 ,63,"2,709.00",$122 ,Online
Foot Locker,1185732,7/15/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,$37.00 ,63,"2,331.00",$117 ,Online
Foot Locker,1185732,11/20/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$64.00 ,63,"4,032.00",$181 ,Online
Foot Locker,1185732,12/16/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$47.00 ,63,"2,961.00",$124 ,Online
Foot Locker,1185732,12/20/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$60.00 ,63,"3,780.00",$147 ,Online
Foot Locker,1185732,10/19/2020,Southeast,Florida,Miami,Women's Street Footwear,$24.00 ,63,"1,512.00",$67 ,Online
Foot Locker,1185732,11/24/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$36.00 ,63,"2,268.00",$95 ,Online
Foot Locker,1185732,6/28/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,$34.00 ,63,"2,142.00",$96 ,Online
Foot Locker,1185732,7/27/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,$36.00 ,63,"2,268.00",$113 ,Online
Amazon,1185732,10/14/2021,South,Alabama,Birmingham,Women's Street Footwear,$28.00 ,63,"1,764.00",$92 ,Online
Amazon,1185732,10/23/2021,Northeast,Maine,Portland,Women's Apparel,$37.00 ,63,"2,331.00",$119 ,Online
Amazon,1185732,11/4/2021,Northeast,Maine,Portland,Women's Apparel,$39.00 ,63,"2,457.00",$125 ,Online
Amazon,1185732,11/19/2021,Northeast,Maine,Portland,Women's Street Footwear,$43.00 ,63,"2,709.00",$149 ,Online
Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Women's Apparel,$67.00 ,63,"4,221.00",$228 ,Online
Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Women's Athletic Footwear,$51.00 ,63,"3,213.00",$122 ,Online
West Gear,1128299,4/24/2021,West,Oregon,Portland,Women's Athletic Footwear,$41.00 ,63,"2,583.00",$129 ,Online
West Gear,1128299,9/18/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,$41.00 ,63,"2,583.00",$132 ,Online
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Men's Apparel,$42.00 ,63,"2,646.00",$119 ,Online
Foot Locker,1128299,2/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,$38.00 ,63,"2,394.00",$115 ,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Men's Apparel,$41.00 ,63,"2,583.00",$116 ,Online
Sports Direct,1128299,2/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$36.00 ,63,"2,268.00",$118 ,Online
Amazon,1185732,2/22/2021,Midwest,Ohio,Columbus,Women's Street Footwear,$29.00 ,63,"1,827.00",$97 ,Online
Amazon,1185732,7/21/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,$37.00 ,63,"2,331.00",$126 ,Online
Walmart,1197831,4/20/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,$20.00 ,63,"1,260.00",$67 ,Online
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,$14.00 ,63,882.00,$45 ,Online
Sports Direct,1185732,11/12/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$41.00 ,63,"2,583.00",$106 ,Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,Women's Apparel,$28.00 ,63,"1,764.00",$92 ,Online
Sports Direct,1185732,8/9/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,$37.00 ,63,"2,331.00",$96 ,Online
Sports Direct,1185732,9/10/2021,Midwest,North Dakota,Fargo,Women's Apparel,$44.00 ,63,"2,772.00",$152 ,Online
Foot Locker,1185732,4/6/2021,Midwest,Iowa,Des Moines,Women's Apparel,$46.00 ,63,"2,898.00",$151 ,Online
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$37.00 ,63,"2,331.00",$107 ,Online
West Gear,1185732,3/2/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,$18.00 ,63,"1,134.00",$61 ,Online
Foot Locker,1185732,1/24/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,$24.00 ,63,"1,512.00",$70 ,Online
West Gear,1185732,2/22/2021,Northeast,Maryland,Baltimore,Women's Apparel,$34.00 ,63,"2,142.00",$92 ,Online
West Gear,1185732,5/20/2021,Northeast,Maryland,Baltimore,Women's Apparel,$52.00 ,63,"3,276.00",$134 ,Online
Sports Direct,1185732,9/20/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,$44.00 ,63,"2,772.00",$125 ,Online
Foot Locker,1185732,11/21/2021,Northeast,Maryland,Baltimore,Women's Apparel,$62.00 ,63,"3,906.00",$168 ,Online
Foot Locker,1185732,8/14/2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,$41.00 ,63,"2,583.00",$129 ,Online
Foot Locker,1185732,8/14/2021,Northeast,Delaware,Wilmington,Men's Apparel,$50.00 ,63,"3,150.00",$142 ,Online
Kohl's,1185732,2/8/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,$24.00 ,63,"1,512.00",$77 ,Online
Kohl's,1185732,7/6/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,$36.00 ,63,"2,268.00",$122 ,Online
Kohl's,1185732,10/8/2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,$48.00 ,63,"3,024.00",$151 ,Online
Sports Direct,1185732,5/3/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,$44.00 ,63,"2,772.00",$114 ,Online
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,$34.00 ,63,"2,142.00",$96 ,Online
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,$24.00 ,63,"1,512.00",$83 ,Online
Foot Locker,1185732,1/10/2021,Northeast,Connecticut,Hartford,Women's Apparel,$33.00 ,63,"2,079.00",$112 ,Online
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Men's Apparel,$47.00 ,63,"2,961.00",$118 ,Online
Sports Direct,1185732,11/7/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,$46.00 ,63,"2,898.00",$130 ,Online
Sports Direct,1185732,9/13/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,$49.00 ,63,"3,087.00",$123 ,Online
Sports Direct,1185732,9/13/2021,Northeast,Massachusetts,Boston,Women's Apparel,$57.00 ,63,"3,591.00",$162 ,Online
Amazon,1185732,2/12/2021,Northeast,Vermont,Burlington,Men's Apparel,$54.00 ,63,"3,402.00",$170 ,Online
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,$64.00 ,63,"4,032.00",$173 ,Online
Foot Locker,1185732,12/6/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$43.00 ,62,"2,666.00",$123 ,Outlet
West Gear,1128299,1/24/2020,West,Nevada,Las Vegas,Men's Apparel,$47.00 ,62,"2,914.00",$178 ,Outlet
Sports Direct,1128299,2/17/2021,Southeast,Florida,Orlando,Men's Apparel,$44.00 ,62,"2,728.00",$65 ,Outlet
West Gear,1128299,9/25/2021,West,Oregon,Portland,Women's Athletic Footwear,$38.00 ,62,"2,356.00",$99 ,Outlet
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Men's Apparel,$39.00 ,62,"2,418.00",$80 ,Outlet
Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Men's Apparel,$34.00 ,62,"2,108.00",$67 ,Outlet
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,$15.00 ,62,930.00,$39 ,Outlet
Sports Direct,1185732,8/4/2021,Northeast,Connecticut,Hartford,Men's Apparel,$43.00 ,62,"2,666.00",$88 ,Outlet
Foot Locker,1185732,6/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,$32.00 ,61,"1,952.00",$90 ,Online
Foot Locker,1185732,10/27/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$43.00 ,61,"2,623.00",$115 ,Online
Foot Locker,1185732,12/5/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$54.00 ,61,"3,294.00",$181 ,Online
Foot Locker,1185732,12/14/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$55.00 ,61,"3,355.00",$134 ,Online
Foot Locker,1185732,12/21/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,$59.00 ,61,"3,599.00",$216 ,Online
Kohl's,1189833,1/25/2021,Midwest,Montana,Billings,Men's Apparel,$41.00 ,61,"2,501.00",$185 ,Online
Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Men's Athletic Footwear,$50.00 ,61,"3,050.00",$153 ,Online
Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Women's Street Footwear,$44.00 ,61,"2,684.00",$107 ,Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Men's Apparel,$24.00 ,61,"1,464.00",$72 ,Online
Foot Locker,1185732,4/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,$48.00 ,61,"2,928.00",$155 ,Online
Foot Locker,1185732,7/11/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$37.00 ,61,"2,257.00",$95 ,Online
Foot Locker,1185732,8/6/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,$39.00 ,61,"2,379.00",$102 ,Online
Foot Locker,1185732,9/7/2021,Midwest,Iowa,Des Moines,Women's Apparel,$36.00 ,61,"2,196.00",$110 ,Online
West Gear,1185732,12/5/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$49.00 ,61,"2,989.00",$129 ,Online
West Gear,1185732,4/3/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,$49.00 ,61,"2,989.00",$164 ,Online
West Gear,1185732,7/2/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,$38.00 ,61,"2,318.00",$100 ,Online
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,$23.00 ,61,"1,403.00",$77 ,Online
West Gear,1185732,9/18/2021,Northeast,West Virginia,Charleston,Men's Apparel,$32.00 ,61,"1,952.00",$102 ,Online
Foot Locker,1185732,2/15/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,$37.00 ,61,"2,257.00",$104 ,Online
Foot Locker,1185732,4/14/2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,$38.00 ,61,"2,318.00",$109 ,Online
Foot Locker,1185732,9/13/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,$43.00 ,61,"2,623.00",$134 ,Online
Kohl's,1185732,3/6/2021,Northeast,New Jersey,Newark,Women's Apparel,$32.00 ,61,"1,952.00",$98 ,Online
Amazon,1185732,2/12/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,$44.00 ,61,"2,684.00",$161 ,Online
Foot Locker,1185732,11/8/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$38.00 ,61,"2,318.00",$72 ,Outlet
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Men's Apparel,$26.00 ,61,"1,586.00",$67 ,Outlet
Sports Direct,1185732,10/5/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,$36.00 ,61,"2,196.00",$81 ,Outlet
Sports Direct,1185732,11/7/2021,Northeast,Rhode Island,Providence,Men's Apparel,$43.00 ,61,"2,623.00",$87 ,Outlet
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,$31.00 ,61,"1,891.00",$64 ,Outlet
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,$46.00 ,61,"2,806.00",$104 ,Outlet
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Men's Apparel,$40.00 ,61,"2,440.00",$81 ,Outlet
Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,$44.00 ,61,"2,684.00",$86 ,Outlet
Foot Locker,1185732,6/13/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,$46.00 ,60,"2,760.00",$132 ,Online
Foot Locker,1185732,7/20/2021,Midwest,Illinois,Chicago,Women's Street Footwear,$36.00 ,60,"2,160.00",$102 ,Online
Foot Locker,1185732,12/1/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$64.00 ,60,"3,840.00",$184 ,Online
Foot Locker,1185732,12/22/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$55.00 ,60,"3,300.00",$155 ,Online
West Gear,1128299,1/30/2020,West,Nevada,Las Vegas,Men's Apparel,$60.00 ,60,"3,600.00",$252 ,Online
Foot Locker,1185732,12/15/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,$49.00 ,60,"2,940.00",$176 ,Online
Kohl's,1189833,1/13/2021,Midwest,Montana,Billings,Men's Apparel,$48.00 ,60,"2,880.00",$204 ,Online
Foot Locker,1185732,6/1/2021,Midwest,Nebraska,Omaha,Women's Apparel,$32.00 ,60,"1,920.00",$119 ,Online
Foot Locker,1185732,7/28/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,$39.00 ,60,"2,340.00",$115 ,Online
Amazon,1185732,10/20/2021,Northeast,Maine,Portland,Women's Street Footwear,$29.00 ,60,"1,740.00",$92 ,Online
Amazon,1185732,11/6/2021,Northeast,Maine,Portland,Men's Athletic Footwear,$48.00 ,60,"2,880.00",$144 ,Online
Amazon,1185732,11/21/2021,Northeast,Maine,Portland,Men's Apparel,$53.00 ,60,"3,180.00",$121 ,Online
Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Men's Apparel,$62.00 ,60,"3,720.00",$149 ,Online
Sports Direct,1128299,2/17/2021,Southeast,Florida,Orlando,Men's Apparel,$52.00 ,60,"3,120.00",$100 ,Online
Walmart,1197831,3/19/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,$19.00 ,60,"1,140.00",$59 ,Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Women's Street Footwear,$14.00 ,60,840.00,$42 ,Online
Kohl's,1197831,10/14/2021,Midwest,Kansas,Wichita,Women's Street Footwear,$19.00 ,60,"1,140.00",$54 ,Online
Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$45.00 ,60,"2,700.00",$122 ,Online
Sports Direct,1185732,6/9/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,$27.00 ,60,"1,620.00",$65 ,Online
Sports Direct,1185732,7/8/2021,Midwest,North Dakota,Fargo,Men's Apparel,$49.00 ,60,"2,940.00",$135 ,Online
Foot Locker,1185732,7/5/2021,Midwest,Iowa,Des Moines,Men's Apparel,$46.00 ,60,"2,760.00",$166 ,Online
West Gear,1185732,2/3/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,$20.00 ,60,"1,200.00",$52 ,Online
West Gear,1185732,8/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,$38.00 ,60,"2,280.00",$107 ,Online
Sports Direct,1185732,7/20/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,$37.00 ,60,"2,220.00",$109 ,Online
Sports Direct,1185732,8/21/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,$39.00 ,60,"2,340.00",$117 ,Online
Foot Locker,1185732,9/13/2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,$41.00 ,60,"2,460.00",$125 ,Online
Foot Locker,1185732,9/13/2021,Northeast,Delaware,Wilmington,Men's Apparel,$50.00 ,60,"3,000.00",$132 ,Online
Sports Direct,1185732,1/7/2021,Northeast,New Jersey,Newark,Men's Apparel,$49.00 ,60,"2,940.00",$121 ,Online
Sports Direct,1185732,2/5/2021,Northeast,Connecticut,Hartford,Men's Apparel,$49.00 ,60,"2,940.00",$129 ,Online
